"","ensembl_gene_id","logFC","logCPM","LR","PValue","FDR","No1","No2","No3","ST1","ST2","ST3","symbol","name"
"10","ENSMUSG00000050763",1.8323313712722,5.12126966136079,47.6035202343184,5.217470977365e-12,5.74965301705623e-09,329,246,439,1096,583,2880,"Olfr1395","olfactory receptor 1395"
"17","ENSMUSG00000094858",2.20795540966866,2.22658443405796,30.8872422196894,2.73463567176783e-08,1.50296353065748e-05,39,43,40,243,109,284,"Olfr1297","olfactory receptor 1297"
"19","ENSMUSG00000050158",2.10756056202425,1.54636339569134,30.1055658669396,4.091552261318e-08,1.50296353065748e-05,28,18,30,100,56,232,"Olfr165","olfactory receptor 165"
"39","ENSMUSG00000063844",-1.37021486718021,1.81634620578598,17.2590215512164,3.26145267028741e-05,0.00898530210664182,183,92,130,93,40,38,"Olfr1276","olfactory receptor 1276"
"50","ENSMUSG00000101750",-0.780637138432187,4.24399834579226,15.0599492162821,0.000104149812514267,0.0229546186781444,528,473,856,284,275,628,"Olfr1392","olfactory receptor 1392"
"86","ENSMUSG00000075068",-0.53870301769071,6.11557808617811,11.649748179104,0.000642112266519205,0.117934619617361,2112,1578,2760,1409,1077,2313,"Olfr140","olfactory receptor 140"
"124","ENSMUSG00000044170",-0.899550727780952,4.5377194310656,9.6265171187284,0.00191787958685698,0.301929043530913,863,796,714,611,244,571,"Olfr1384","olfactory receptor 1384"
"214","ENSMUSG00000056858",4.62071333971869,-3.00602943712208,7.64730911589619,0.00568570691642655,0.780564289355078,0,0,0,3,3,3,"Olfr1502","olfactory receptor 1502"
"229","ENSMUSG00000047960",1.10080805377325,1.20859125132684,7.44116969849348,0.00637484446841715,0.780564289355078,45,50,22,68,85,107,"Olfr186","olfactory receptor 186"
"269","ENSMUSG00000049797",-0.742771568339782,3.1908087770771,7.01634054310686,0.00807691375741064,0.815231540821659,176,218,479,126,109,332,"Olfr642","olfactory receptor 642"
"272","ENSMUSG00000109212",-1.41835617901522,0.0396336104098178,7.00295673816249,0.00813751991745758,0.815231540821659,52,34,27,26,6,15,"Olfr126","olfactory receptor 126"
"321","ENSMUSG00000100923",4.457982222847,-3.01301528213308,6.60080547263855,0.0101932644884178,0.861052195577168,0,0,0,2,6,1,"Olfr10","olfactory receptor 10"
"335","ENSMUSG00000071522",-0.71076800820876,3.04664335659132,6.48584968132186,0.0108736550837684,0.861052195577168,282,274,267,217,167,152,"Olfr263","olfactory receptor 263"
"336","ENSMUSG00000075072",-1.07475441795338,1.3569879509556,6.47520702688734,0.0109389571125956,0.861052195577168,115,83,70,32,31,82,"Olfr48","olfactory receptor 48"
"371","ENSMUSG00000073975",-0.917695480025786,1.86320603537462,6.21117772477896,0.0126946145789057,0.932631017730272,109,100,149,69,31,120,"Olfr550","olfactory receptor 550"
"399","ENSMUSG00000051046",-0.823242206185889,1.7547718051476,6.00999504895774,0.0142250674187031,0.977984091267543,221,73,65,109,33,60,"Olfr214","olfactory receptor 214"
"429","ENSMUSG00000107417",-0.851072953756091,1.86904116818824,5.87374295122124,0.0153683422770005,0.977984091267543,169,133,79,98,50,71,"Olfr1383","olfactory receptor 1383"
"453","ENSMUSG00000049149",-0.621835323708563,4.36322765537506,5.74904371915705,0.0164976348776111,0.977984091267543,455,574,882,390,256,729,"Olfr1258","olfactory receptor 1258"
"463","ENSMUSG00000075091",-0.867763488372629,1.15103660144999,5.71070205681195,0.0168617946770266,0.977984091267543,92,60,72,43,28,61,"Olfr1233","olfactory receptor 1233"
"489","ENSMUSG00000096477",-0.780355208530462,2.24418602880021,5.58816241196802,0.0180822559996505,0.996332305580743,175,125,163,92,56,154,"Olfr92","olfactory receptor 92"
"548","ENSMUSG00000095095",-3.17909204922293,-2.81479541319013,5.22683847784361,0.0222409233862022,1,6,3,2,0,1,0,"Olfr385","olfactory receptor 385"
"553","ENSMUSG00000095286",-0.801133053477753,1.78165002814836,5.16626043332342,0.0230297403498621,1,109,98,131,90,39,84,"Olfr117","olfactory receptor 117"
"591","ENSMUSG00000052508",-0.514354645951703,6.29400992062592,4.99647992154917,0.0253989246450613,1,2118,2530,2603,1902,1218,2393,"Olfr536","olfactory receptor 536"
"599","ENSMUSG00000095586",-3.63206149693593,-3.39551883732042,4.97016347706124,0.025788209966243,1,1,2,1,0,0,0,"Olfr1287","olfactory receptor 1287"
"607","ENSMUSG00000057349",1.25333950148687,-0.0541262094007472,4.95437916200366,0.0260246678216729,1,31,12,5,40,26,37,"Olfr948","olfactory receptor 948"
"635","ENSMUSG00000032987",-0.559292736683696,3.99677084389172,4.86489042528785,0.0274085390957572,1,692,358,448,628,197,322,"Olfr281","olfactory receptor 281"
"645","ENSMUSG00000040328",-0.690113066925563,2.38234052969155,4.81675707138142,0.0281843237541527,1,196,184,137,101,99,138,"Olfr56","olfactory receptor 56"
"698","ENSMUSG00000095831",-1.117954581839,0.0772894974675112,4.67238727375221,0.0306512929502378,1,42,42,26,14,14,26,"Olfr453","olfactory receptor 453"
"706","ENSMUSG00000075081",-0.643909937846025,1.80906921883275,4.64633747373626,0.0311198779080229,1,142,106,97,67,85,79,"Olfr1247","olfactory receptor 1247"
"712","ENSMUSG00000059303",-2.14149586782513,-2.14563388393948,4.6393145163755,0.0312474813499475,1,10,6,5,3,0,2,"Olfr836","olfactory receptor 836"
"782","ENSMUSG00000070943",2.52007499942326,-2.54155455849132,4.48619107657902,0.0341697284572011,1,1,1,0,2,6,7,"Olfr356","olfactory receptor 356"
"826","ENSMUSG00000063137",0.896641412600345,0.481141876632154,4.38704722071743,0.0362129783242256,1,22,22,28,42,33,72,"Olfr177","olfactory receptor 177"
"962","ENSMUSG00000060049",-0.801385245015685,0.650909340742114,4.23082207819552,0.0396962092431144,1,69,44,45,27,35,32,"Olfr235","olfactory receptor 235"
"1000","ENSMUSG00000081945",1.1993865944847,-0.560859312235069,4.15122167672446,0.0416044965500682,1,6,11,13,25,26,21,"Olfr607","olfactory receptor 607"
"1012","ENSMUSG00000111273",-0.547999941555709,2.65425713785587,4.13710890945187,0.0419527626037865,1,250,150,205,134,129,167,"Olfr789","olfactory receptor 789"
"1027","ENSMUSG00000064110",1.42519397645848,-0.763284023058355,4.09984164613205,0.0428872301822284,1,1,17,8,14,25,22,"Olfr963","olfactory receptor 963"
"1103","ENSMUSG00000062037",-0.846767113937207,4.28502891942068,3.9932049797564,0.0456840888614672,1,745,666,489,507,136,637,"Olfr285","olfactory receptor 285"
"1117","ENSMUSG00000050366",-0.536704978135668,3.71578197013707,3.9842287551451,0.0459281220675205,1,385,484,382,354,272,284,"Olfr524","olfactory receptor 524"
"1129","ENSMUSG00000059687",3.35673848266787,-3.40197913763579,3.95482647166406,0.0467371366864941,1,0,0,0,1,3,0,"Olfr108","olfactory receptor 108"
